time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-05-10T12:17:29.240Z,35.533,-84.396,24.69,3.2,md,18,51,0.132,0.08,se,se606208,2022-07-13T00:07:58.790Z,"3 km WNW of Madisonville, Tennessee",earthquake,0.4,1,0.077,7,reviewed,se,se
2006-05-22T17:26:28.720Z,36.1036667,-83.747,8.87,1.7,md,9,123,0.1205,0.26,se,se606210,2016-04-08T19:03:25.960Z,"4 km N of Mascot, Tennessee",earthquake,1.8,6.4,0.348,2,reviewed,se,se
2006-06-16T00:57:26.770Z,35.5121667,-83.2033333,1.37,3.4,md,17,181,0.4817,0.07,se,se606211,2022-07-13T00:06:13.882Z,"9 km W of Maggie Valley, North Carolina",earthquake,2.7,3.4,0.06,4,reviewed,se,se
2006-06-22T13:42:35.800Z,34.5495,-85.247,9.61,2.1,md,17,97,0.1928,0.12,se,se606213,2016-04-08T19:03:44.700Z,"5 km E of Trion, Georgia",earthquake,1.4,1.3,0.05,2,reviewed,se,se
2006-06-22T13:44:12.970Z,34.549,-85.2516667,9.6,1.8,md,11,97,0.1965,0.11,se,se606214,2016-04-08T19:03:51.160Z,"5 km E of Trion, Georgia",earthquake,1.8,2.7,0.214,2,reviewed,se,se
2006-06-29T03:16:56.910Z,35.7298333,-84.0593333,19.41,1,md,5,160,0.1251,0.04,se,se606216,2016-04-08T19:04:03.800Z,"7 km ESE of Friendsville, Tennessee",earthquake,1.8,3.3,0.01,1,reviewed,se,se
2006-07-08T05:15:31.060Z,35.5566667,-84.1023333,14.4,1.2,md,7,102,0.09902,0.04,se,se606218,2016-04-08T19:04:16.160Z,"13 km ESE of Vonore, Tennessee",earthquake,1.3,2.3,0.108,2,reviewed,se,se
2006-08-07T08:44:27.650Z,34.9366667,-85.4613333,14.21,2.9,md,17,83,,0.14,se,se606221,2016-04-08T19:04:35.040Z,"8 km NNE of Trenton, Georgia",earthquake,0.6,1.2,0.099,3,reviewed,se,se
2006-08-09T03:52:16.850Z,34.8788333,-84.0138333,5,1.7,md,8,237,0.216,0.35,se,se606222,2016-04-08T19:04:41.500Z,"5 km W of Blairsville, Georgia",earthquake,5.1,5.7,0.013,1,reviewed,se,se
2006-08-20T21:18:58.740Z,35.046,-85.1728333,11.17,2.1,md,15,80,,0.15,se,se606223,2016-04-08T19:04:47.810Z,"5 km NNW of East Brainerd, Tennessee",earthquake,1,3,0.253,4,reviewed,se,se
2006-08-21T06:45:56.190Z,35.6541667,-84.1073333,7.26,1.4,md,8,139,0.07565,0.05,se,se606224,2016-04-08T19:04:54.200Z,"5 km E of Greenback, Tennessee",earthquake,1.2,2.6,0.259,4,reviewed,se,se
2006-08-26T06:52:46.470Z,35.5528333,-84.4468333,7.85,1.7,md,11,72,0.1195,0.08,se,se606225,2016-04-08T19:05:00.510Z,"5 km SSE of Sweetwater, Tennessee",earthquake,0.9,4,0.3,4,reviewed,se,se
2006-08-29T19:05:14.620Z,35.7675,-83.7103333,11.77,2,md,11,86,0.05668,0.11,se,se606226,2016-04-08T19:05:06.860Z,"10 km ENE of Walland, Tennessee",earthquake,1,1.6,0.145,4,reviewed,se,se
2006-09-04T14:48:57.060Z,35.4048333,-85.033,23.32,1.1,md,5,151,0.09855,0.01,se,se606227,2016-04-08T19:05:13.210Z,"6 km SE of Graysville, Tennessee",earthquake,1.9,2,0.037,1,reviewed,se,se
2006-09-18T17:38:19.440Z,35.497,-85.093,17.45,1.3,md,8,177,0.006042,0.07,se,se606229,2016-04-08T19:05:25.740Z,"5 km N of Graysville, Tennessee",earthquake,1.9,2.8,0.012,1,reviewed,se,se
2006-10-02T19:56:19.210Z,35.4681667,-84.9835,8.74,2.5,md,12,81,0.09144,0.06,se,se606233,2016-04-08T19:05:50.720Z,"3 km SE of Dayton, Tennessee",earthquake,1.2,2.4,0.183,2,reviewed,se,se
2006-10-12T15:50:19.320Z,35.5563333,-84.6206667,13.94,1.2,md,7,109,0.1332,0.03,se,se606234,2016-04-08T19:05:57.010Z,"8 km NW of Niota, Tennessee",earthquake,1.1,1.3,0.048,1,reviewed,se,se
2006-10-15T18:49:33.510Z,34.6235,-85.5075,7.99,2.2,md,10,191,0.3754,0.07,se,se606235,2016-04-08T19:06:03.250Z,"9 km ENE of Mentone, Alabama",earthquake,4,6.5,0.263,5,reviewed,se,se
2006-12-10T05:26:01.490Z,35.1706667,-85.43,10.97,1.1,md,5,229,0.2055,0.02,se,se606242,2016-04-08T19:06:40.810Z,"5 km ESE of Powells Crossroads, Tennessee",earthquake,3.1,7.1,0.102,2,reviewed,se,se
2006-12-18T08:34:26.520Z,35.356,-84.3508333,17.69,3.3,md,24,67,,0.11,se,se606243,2022-07-12T23:39:57.506Z,"5 km W of Tellico Plains, Tennessee",earthquake,0.4,0.7,0.361,6,reviewed,se,se
2006-12-26T11:25:03.940Z,35.7671667,-84.3218333,14.59,1.1,md,6,133,0.1377,0.03,se,se606245,2016-04-08T19:06:59.600Z,"3 km WSW of Huntsville, Tennessee",earthquake,0.9,3.6,0.205,2,reviewed,se,se
2007-01-02T03:24:52.900Z,34.6105,-85.0446667,9.22,2.4,md,6,275,0.02045,0.03,se,se606485,2016-04-08T18:04:54.950Z,"9 km WNW of Resaca, Georgia",earthquake,3.1,2.2,0.03,1,reviewed,se,se
2007-01-03T23:05:44.730Z,35.9161667,-83.9548333,15.28,2.7,md,21,65,0.01957,0.09,se,se606486,2016-04-08T18:05:01.190Z,"5 km SSW of Knoxville, Tennessee",earthquake,0.5,1.2,0.331,6,reviewed,se,se
2007-01-05T15:07:43.180Z,34.4118333,-85.5611667,4.89,2.2,md,12,167,0.4862,0.21,se,se606487,2016-04-08T18:05:07.700Z,"6 km NNW of Broomtown, Alabama",earthquake,2.2,5.9,0.016,1,reviewed,se,se
2007-01-09T08:42:15.310Z,34.8883333,-84.0416667,5,1.7,md,8,254,0.1982,0.3,se,se606488,2016-04-08T18:05:14.000Z,"7 km W of Blairsville, Georgia",earthquake,8.7,7.1,0.013,1,reviewed,se,se
2007-01-11T05:37:48.710Z,36.484,-83.1721667,13.59,1.8,md,8,306,0.2909,0.23,se,se606489,2016-04-08T18:05:20.230Z,"6 km SE of Sneedville, Tennessee",earthquake,3.7,4.3,0.02,1,reviewed,se,se
2007-01-26T01:46:08.700Z,36.6686667,-83.4246667,20.98,2.3,md,14,248,0.3435,0.28,se,se606491,2016-04-08T18:05:32.680Z,"3 km N of Ewing, Virginia",earthquake,2.4,2,0.248,3,reviewed,se,se
2007-01-27T16:29:56.100Z,35.5451667,-83.996,19.2,1.5,md,8,165,0.09167,0.06,se,se606492,2016-04-08T18:05:39.030Z,"20 km SE of Greenback, Tennessee",earthquake,1.3,1.9,0.027,2,reviewed,se,se
2007-02-03T14:36:48.780Z,36.0611667,-83.8583333,4.55,1.3,md,7,164,0.09704,0.08,se,se606493,2016-04-08T18:05:45.300Z,"Kentucky-Tennessee border region",earthquake,6.7,6.4,0.027,1,reviewed,se,se
2007-02-07T00:34:53.610Z,34.6073333,-85.3083333,10.73,2.6,md,17,95,0.2273,0.08,se,se606494,2016-04-08T18:05:51.520Z,"7 km N of Trion, Georgia",earthquake,1.3,2,0.181,3,reviewed,se,se
2007-02-10T18:43:19.560Z,35.673,-84.2766667,12.07,1.4,md,7,158,0.06487,0.03,se,se606495,2016-04-08T18:05:57.920Z,"2 km WSW of Tellico Village, Tennessee",earthquake,1.7,3.8,0.017,2,reviewed,se,se
2007-02-21T06:38:16.990Z,35.6721667,-84.2771667,11.83,1.4,md,5,115,0.0653,0.03,se,se606496,2016-04-08T18:06:04.150Z,"Tennessee",earthquake,2.4,4.3,0.013,1,reviewed,se,se
2007-02-28T07:58:09.200Z,35.8233333,-84.0113333,14.59,1.2,md,5,133,0.1152,0.23,se,se606497,2016-04-08T18:06:10.360Z,"3 km E of Louisville, Tennessee",earthquake,1.9,5.7,0.126,2,reviewed,se,se
2007-03-01T12:01:27.120Z,34.8696667,-85.1678333,10.23,1.3,md,8,150,0.1821,0.1,se,se606498,2016-04-08T18:06:16.580Z,"7 km SW of Ringgold, Georgia",earthquake,2.9,10.3,0.347,2,reviewed,se,se
2007-03-08T17:32:37.150Z,36.379,-83.487,8.63,1.7,md,7,187,0.05265,0.05,se,se606499,2016-04-08T18:06:22.850Z,"11 km SE of Tazewell, Tennessee",earthquake,2.5,3.2,0.035,1,reviewed,se,se
2007-03-14T23:50:39.060Z,35.8776667,-83.9816667,18.56,1.9,md,12,84,0.2639,0.15,se,se606501,2016-04-08T18:06:35.350Z,"6 km NNW of Rockford, Tennessee",earthquake,1.4,4,0.316,3,reviewed,se,se
2007-03-17T12:44:46.600Z,35.0381667,-85.6943333,9.52,1.5,md,6,186,0.2635,0.03,se,se606502,2016-04-08T18:06:41.710Z,"2 km WSW of Kimball, Tennessee",earthquake,3.1,6.5,0.443,2,reviewed,se,se
2007-03-26T02:28:08.260Z,35.2151667,-84.2786667,9.15,1.5,md,8,186,0.1818,0.04,se,se606503,2016-04-08T18:06:47.950Z,"16 km S of Tellico Plains, Tennessee",earthquake,2.1,4.9,0.203,2,reviewed,se,se
2007-04-03T01:14:37.270Z,35.8651667,-83.1215,17.74,2.2,md,17,104,0.4464,0.1,se,se606504,2016-04-08T18:06:54.190Z,"12 km SSE of Newport, Tennessee",earthquake,1.3,5.4,0.156,5,reviewed,se,se
2007-04-08T11:44:52.440Z,36.6098333,-83.8405,18.23,1.8,md,9,232,0.2437,0.14,se,se606505,2016-04-08T18:07:00.590Z,"11 km W of Middlesboro, Kentucky",earthquake,2.4,4.6,0.025,2,reviewed,se,se
2007-04-11T11:09:10.280Z,35.7043333,-83.9218333,15.45,1.3,md,6,146,0.226,0.14,se,se606506,2016-04-08T18:07:06.890Z,"7 km SE of Maryville, Tennessee",earthquake,3.3,6.2,0.031,1,reviewed,se,se
2007-04-12T01:37:48.920Z,35.472,-84.3801667,11.32,2.1,md,18,105,,0.06,se,se606507,2016-04-08T18:07:13.130Z,"5 km SSW of Madisonville, Tennessee",earthquake,0.7,2.2,0.281,5,reviewed,se,se
2007-04-14T02:58:27.420Z,35.8101667,-83.9673333,16.2,1.4,md,8,106,0.231,0.12,se,se606508,2016-04-08T18:07:19.540Z,"2 km NNE of Alcoa, Tennessee",earthquake,2,4.6,0.149,2,reviewed,se,se
2007-04-22T00:43:48.700Z,35.5808333,-84.0553333,20.91,1.3,md,6,125,0.1146,0.1,se,se606509,2016-04-08T18:07:25.820Z,"13 km SE of Greenback, Tennessee",earthquake,1.7,2.7,0.003,1,reviewed,se,se
2007-04-22T01:44:53.150Z,35.7111667,-85.2996667,10.14,1.1,md,6,196,0.2773,0.08,se,se606510,2016-04-08T18:07:32.050Z,"15 km NW of Pikeville, Tennessee",earthquake,3.3,15.9,0.022,1,reviewed,se,se
2007-04-24T03:46:14.410Z,35.3846667,-84.4981667,18.37,1.7,md,10,72,0.06803,0.07,se,se606511,2016-04-08T18:07:38.270Z,"4 km SSW of Englewood, Tennessee",earthquake,1.2,1.8,0.261,2,reviewed,se,se
2007-04-25T01:22:52.090Z,35.5315,-84.2168333,9.49,1.8,md,10,93,0.1431,0.05,se,se606512,2016-04-08T18:07:44.570Z,"6 km SSE of Vonore, Tennessee",earthquake,1.1,2.2,0.183,3,reviewed,se,se
2007-04-29T23:52:19.060Z,35.591,-84.5478333,9.79,2,md,11,57,0.1423,0.05,se,se606513,2016-04-08T18:07:50.880Z,"7 km W of Sweetwater, Tennessee",earthquake,1.4,2.2,0.278,3,reviewed,se,se
2007-04-29T23:57:17.260Z,35.5896667,-84.5438333,10,1,md,4,179,0.1405,0.02,se,se606514,2016-04-08T18:07:57.170Z,"7 km W of Sweetwater, Tennessee",earthquake,2.2,6.3,0.011,1,reviewed,se,se
2007-04-30T01:51:42.730Z,35.5901667,-84.5478333,11.04,1.3,md,6,139,0.1414,0.03,se,se606515,2016-04-08T18:08:03.350Z,"7 km W of Sweetwater, Tennessee",earthquake,1.9,6.2,0.004,1,reviewed,se,se
2007-05-02T16:44:51.840Z,35.5908333,-84.5466667,7.9,1.7,md,10,57,0.142,0.09,se,se606516,2016-04-08T18:08:09.570Z,"7 km W of Sweetwater, Tennessee",earthquake,0.9,3,0.167,3,reviewed,se,se
2007-05-03T03:35:57.640Z,35.592,-84.5468333,10.43,1,md,3,180,0.1431,0.02,se,se606517,2016-04-08T18:08:15.860Z,"7 km W of Sweetwater, Tennessee",earthquake,2.3,7.6,0.022,1,reviewed,se,se
2007-05-04T13:21:55.600Z,34.5011667,-85.0536667,8.16,1.7,md,3,326,0.1286,0.01,se,se606518,2016-04-08T18:08:22.040Z,"9 km W of Calhoun, Georgia",earthquake,9.5,8.5,0.001,1,reviewed,se,se
2007-05-10T05:50:04.610Z,35.0026667,-85.0265,7.76,1.7,md,10,83,0.2653,0.09,se,se606519,2016-04-08T18:08:28.210Z,"2 km S of Apison, Tennessee",earthquake,1.4,6.5,0.241,4,reviewed,se,se
2007-05-14T03:53:51.340Z,35.3841667,-84.1735,7.22,0.6,md,4,205,0.1279,0.19,se,se606520,2016-04-08T18:08:34.550Z,"11 km ENE of Tellico Plains, Tennessee",earthquake,3.5,9.9,0.032,1,reviewed,se,se
2007-05-21T11:10:50.700Z,35.2195,-84.8475,5,1.2,md,8,86,0.3366,0.27,se,se606521,2016-04-08T18:08:40.750Z,"4 km ESE of Hopewell, Tennessee",earthquake,1.6,6.2,0.02,1,reviewed,se,se
2007-05-25T14:14:01.800Z,34.6738333,-85.0568333,8.29,1.9,md,4,201,0.04853,0.06,se,se606522,2016-04-08T18:08:47.010Z,"13 km SW of Dalton, Georgia",earthquake,6.6,7.7,0.19,2,reviewed,se,se
2007-06-08T07:58:41.540Z,35.538,-84.342,24.6,1.2,md,6,163,0.1711,0.08,se,se606523,2016-04-08T18:08:53.200Z,"2 km NE of Madisonville, Tennessee",earthquake,2.2,3.9,0.081,2,reviewed,se,se
2007-06-08T09:11:21.670Z,35.6961667,-84.1516667,19.93,1.6,md,14,98,0.04303,0.27,se,se606524,2016-04-08T18:08:59.440Z,"4 km NNE of Greenback, Tennessee",earthquake,1.7,2,0.122,3,reviewed,se,se
2007-06-10T12:59:17.590Z,35.8181667,-85.3591667,6.58,1.9,md,6,224,0.3435,0.13,se,se606525,2016-04-08T18:09:05.790Z,"12 km NE of Spencer, Tennessee",earthquake,4.6,16,0.066,2,reviewed,se,se
2007-06-12T10:33:32.200Z,35.5773333,-84.3966667,17.26,0.8,md,4,132,0.1631,0.02,se,se606527,2016-04-08T18:09:18.430Z,"6 km ESE of Sweetwater, Tennessee",earthquake,1.7,5,0.021,1,reviewed,se,se
2007-06-13T22:31:49.020Z,35.2685,-85.265,19.8,1.4,md,5,191,0.2632,0.13,se,se606528,2016-04-08T18:09:24.620Z,"3 km W of Mowbray Mountain, Tennessee",earthquake,6.1,7.4,0.011,1,reviewed,se,se
2007-06-14T17:06:32.950Z,35.5373333,-84.1328333,7.38,2.4,md,16,76,0.09648,0.11,se,se606529,2016-04-08T18:09:30.830Z,"11 km ESE of Vonore, Tennessee",earthquake,0.8,2.2,0.164,5,reviewed,se,se
2007-06-17T12:20:02.660Z,35.5375,-84.1308333,7.81,1.4,md,7,93,0.09551,0.03,se,se606530,2016-04-08T18:09:37.250Z,"11 km ESE of Vonore, Tennessee",earthquake,1.1,4.2,0.078,2,reviewed,se,se
2007-06-19T09:02:06.050Z,36.0903333,-83.5925,16.33,0.5,md,5,170,0.2426,0.09,se,se606531,2016-04-08T18:09:43.490Z,"3 km WSW of New Market, Tennessee",earthquake,2.1,4.9,0.006,1,reviewed,se,se
2007-06-19T18:16:26.810Z,35.7925,-85.3616667,1.17,3.5,md,23,45,0.3498,0.26,se,se606532,2022-07-12T23:23:04.420Z,"10 km ENE of Spencer, Tennessee",earthquake,1,3,0.156,6,reviewed,se,se
2007-06-25T19:00:09.570Z,36.0021667,-83.8425,13.37,2.2,md,15,65,0.1573,0.14,se,se606533,2016-04-08T18:09:56.230Z,"8 km ENE of Knoxville, Tennessee",earthquake,1.1,3.2,0.134,3,reviewed,se,se
2007-07-08T20:08:36.890Z,35.602,-83.3623333,8.73,1.6,md,9,136,0.3246,0.13,se,se606534,2016-04-08T18:10:02.590Z,"14 km NNW of Cherokee, North Carolina",earthquake,1.4,5.1,0.104,2,reviewed,se,se
2007-07-08T22:40:10.730Z,36.1093333,-83.9718333,4.38,1.7,md,9,182,0.08762,0.14,se,se606535,2016-04-08T18:10:08.860Z,"11 km SSE of Andersonville, Tennessee",earthquake,3.9,3.4,0.048,1,reviewed,se,se
2007-07-17T02:49:20.600Z,36.9696667,-83.7101667,2.63,2.3,md,17,127,0.4442,0.17,se,se606536,2016-04-08T18:10:15.120Z,"16 km NNE of Flat Lick, Kentucky",earthquake,2.2,3.9,0.117,2,reviewed,se,se
2007-07-28T15:15:51.520Z,35.2248333,-85.6768333,10.25,1.9,md,9,135,0.2091,0.06,se,se606538,2016-04-08T18:10:27.880Z,"6 km SE of Tracy City, Tennessee",earthquake,2.5,15.6,0.015,1,reviewed,se,se
2007-07-30T09:51:14.640Z,36.0906667,-83.8261667,14.31,1.4,mlg,10,105,0.07932,0.2,se,se606539,2016-04-08T18:10:34.150Z,"7 km WNW of Mascot, Tennessee",earthquake,1.2,2.1,0.354,2,reviewed,se,se
2007-08-10T00:30:29.500Z,36.1546667,-84.2791667,20.63,1.6,md,9,166,0.2681,0.19,se,se606541,2016-04-08T18:10:46.910Z,"13 km WSW of Rocky Top, Tennessee",earthquake,2,5.1,0.171,2,reviewed,se,se
2007-08-11T21:24:01.850Z,35.7208333,-84.0968333,10.16,2,md,11,134,0.09398,0.1,se,se606542,2016-04-08T18:10:53.210Z,"5 km SE of Friendsville, Tennessee",earthquake,1.6,1.7,0.051,4,reviewed,se,se
2007-08-16T10:08:51.530Z,34.6083333,-85.3893333,5.04,2.1,md,13,194,0.2938,0.2,se,se606543,2016-04-08T18:10:59.540Z,"10 km NW of Trion, Georgia",earthquake,2.3,3.3,0.436,3,reviewed,se,se
2007-08-28T21:20:20.330Z,36.1416667,-83.9286667,14.8,1.3,md,9,120,0.04162,0.18,se,se606544,2016-04-08T18:11:05.890Z,"11 km ESE of Andersonville, Tennessee",earthquake,1.5,2.1,0.022,1,reviewed,se,se
2007-09-03T11:19:44.880Z,35.4361667,-84.9845,11.85,1.3,md,7,119,0.1034,0.07,se,se606545,2016-04-08T18:11:12.170Z,"6 km SSE of Dayton, Tennessee",earthquake,2,5.8,0.036,1,reviewed,se,se
2007-09-10T18:01:15.580Z,35.6668333,-84.5436667,14.53,1.6,md,11,80,0.1024,0.09,se,se606546,2016-04-08T18:11:18.420Z,"10 km NW of Sweetwater, Tennessee",earthquake,1.2,2.5,0.087,3,reviewed,se,se
2007-09-16T00:27:38.290Z,36.2718333,-83.4856667,8.32,1.5,md,8,99,0.05561,0.04,se,se606547,2016-04-08T18:11:24.730Z,"2 km ESE of Rutledge, Tennessee",earthquake,1.8,2.4,0.019,1,reviewed,se,se
2007-09-16T13:10:10.670Z,35.7936667,-84.1706667,14.86,1.4,md,6,128,0.1213,0.08,se,se606548,2016-04-08T18:11:30.960Z,"4 km NW of Friendsville, Tennessee",earthquake,1.9,3.4,0.07,2,reviewed,se,se
2007-10-13T03:01:53.070Z,36.351,-83.5458333,12.82,1.9,md,15,86,0.06126,0.13,se,se606549,2016-04-08T18:11:37.190Z,"8 km NNW of Rutledge, Tennessee",earthquake,1.6,2.3,0.055,3,reviewed,se,se
2007-10-17T19:17:15.700Z,35.4731667,-84.3415,9.81,1.2,md,6,121,0.1492,0.05,se,se606550,2016-04-08T18:11:43.550Z,"5 km SSE of Madisonville, Tennessee",earthquake,1.6,3.4,0.209,3,reviewed,se,se
2007-10-19T04:25:08.200Z,35.3718333,-84.5456667,6.25,1.4,md,5,163,0.08035,0.04,se,se606551,2016-04-08T18:11:49.790Z,"5 km NNW of Etowah, Tennessee",earthquake,1.4,3.4,0.043,1,reviewed,se,se
2007-10-23T05:16:11.630Z,35.591,-84.1036667,21.29,2.8,md,21,58,,0.07,se,se606552,2016-04-08T18:11:56.000Z,"9 km SE of Greenback, Tennessee",earthquake,0.5,0.7,0.163,5,reviewed,se,se
2007-10-29T01:25:27.870Z,35.5253333,-84.3155,14.63,0.7,md,5,104,0.177,0.09,se,se606553,2016-04-08T18:12:02.480Z,"4 km E of Madisonville, Tennessee",earthquake,1.3,4.9,0.049,2,reviewed,se,se
2007-11-01T05:29:30.200Z,36.2838333,-83.5046667,7.73,0.9,md,4,167,0.04891,0.03,se,se606554,2016-04-08T18:12:08.720Z,"0 km ENE of Rutledge, Tennessee",earthquake,2.8,2,0.009,1,reviewed,se,se
2007-11-02T16:40:48.970Z,35.331,-85.3086667,17.04,2.1,md,12,132,0.2383,0.12,se,se606555,2016-04-08T18:12:14.910Z,"8 km ESE of Dunlap, Tennessee",earthquake,1.2,2.5,0.023,2,reviewed,se,se
2007-11-06T07:41:30.010Z,34.708,-85.3176667,10.22,2.4,md,14,112,0.2467,0.11,se,se606556,2016-04-08T18:12:21.250Z,"2 km WSW of Linwood, Georgia",earthquake,0.8,2.3,0.253,4,reviewed,se,se
2007-11-18T23:46:41.030Z,35.6245,-84.4106667,18.36,1.1,md,6,118,0.1809,0.05,se,se606557,2016-04-08T18:12:27.610Z,"5 km ENE of Sweetwater, Tennessee",earthquake,1,3.9,0.102,2,reviewed,se,se
2007-11-21T08:30:14.440Z,35.4808333,-85.1573333,14.49,1.5,md,9,137,0.05427,0.07,se,se606558,2016-04-08T18:12:33.860Z,"7 km WNW of Graysville, Tennessee",earthquake,1.7,1.6,0.195,2,reviewed,se,se
2007-11-21T08:49:26.300Z,35.4868333,-85.1733333,15.86,2.2,md,17,140,0.0665,0.09,se,se606559,2016-04-08T18:12:40.160Z,"9 km WNW of Graysville, Tennessee",earthquake,0.6,0.8,0.088,4,reviewed,se,se
2007-11-21T08:51:23.740Z,35.4796667,-85.159,14.69,1,md,6,137,0.05584,0.12,se,se606560,2016-04-08T18:12:46.550Z,"7 km WNW of Graysville, Tennessee",earthquake,2.1,2.4,0.036,1,reviewed,se,se
2007-11-23T05:48:06.850Z,35.5326667,-84.3018333,17.23,2.4,md,18,96,0.1649,0.08,se,se606561,2016-04-08T18:12:52.760Z,"5 km ENE of Madisonville, Tennessee",earthquake,0.7,1.2,0.251,5,reviewed,se,se
2007-11-24T05:25:51.380Z,35.4855,-85.1511667,14.38,1.2,md,8,137,0.0486,0.06,se,se606562,2016-04-08T18:12:59.150Z,"7 km NW of Graysville, Tennessee",earthquake,2.7,1.9,0.036,1,reviewed,se,se
2007-11-28T18:56:39.350Z,36.101,-83.6695,14.97,1.7,md,11,113,0.1798,0.15,se,se606563,2016-04-08T18:13:05.390Z,"6 km SSE of Blaine, Tennessee",earthquake,1.7,3.4,0.168,2,reviewed,se,se
2007-12-06T12:14:20.800Z,35.533,-84.5148333,9.21,0.5,md,5,164,0.08302,0.15,se,se606564,2016-04-08T18:13:11.690Z,"3 km NE of Niota, Tennessee",earthquake,1.4,1.3,0.001,1,reviewed,se,se
2007-12-08T04:37:23.850Z,35.457,-84.6286667,5.24,1.4,md,6,143,0.08736,0.14,se,se606566,2016-04-08T18:13:24.380Z,"3 km WNW of Athens, Tennessee",earthquake,1.2,1.9,0.211,2,reviewed,se,se
2007-12-09T06:58:50.010Z,36.2468333,-84.371,21.22,2.4,md,17,173,0.2265,0.17,se,se606567,2016-04-08T18:13:30.610Z,"14 km WSW of Caryville, Tennessee",earthquake,1.6,2.5,0.06,5,reviewed,se,se
2007-12-09T19:26:41.100Z,35.6186667,-84.2306667,5.99,1.4,md,6,89,0.06165,0.1,se,se606568,2016-04-08T18:13:37.020Z,"3 km NNE of Vonore, Tennessee",earthquake,1.3,3.1,0.416,2,reviewed,se,se
2007-12-13T00:57:59.400Z,34.9288333,-85.2001667,5.91,2.4,md,17,117,0.1302,0.1,se,se606569,2016-04-08T18:13:43.250Z,"4 km SW of Indian Springs, Georgia",earthquake,1.2,3.1,0.16,4,reviewed,se,se
2008-01-11T02:11:45.750Z,35.616,-84.3253333,15.99,0.9,md,4,163,,0.27,se,se606826,2016-04-08T17:13:16.770Z,"8 km WNW of Vonore, Tennessee",earthquake,1.9,2.5,0.018,2,reviewed,se,se
2008-01-16T07:13:31.610Z,34.6135,-85.1935,5.39,1.8,md,6,232,0.1324,0.08,se,se606827,2016-04-08T17:13:22.950Z,"12 km SE of LaFayette, Georgia",earthquake,4,5.2,,1,reviewed,se,se
2008-01-20T17:12:51.730Z,35.2611667,-85.3683333,13.91,0.9,md,7,125,0.285,0.17,se,se606828,2016-04-08T17:13:29.180Z,"6 km N of Lone Oak, Tennessee",earthquake,1.3,4.7,0.007,1,reviewed,se,se
2008-01-22T10:56:13.120Z,35.5201667,-84.4193333,28.04,0.2,md,5,102,0.1092,0.14,se,se606829,2016-04-08T17:13:35.420Z,"5 km W of Madisonville, Tennessee",earthquake,1.6,3.7,0.198,4,reviewed,se,se
2008-02-05T07:37:17.360Z,35.7556667,-84.044,21.95,2.1,md,15,74,0.1488,0.08,se,se606831,2016-04-08T17:13:47.940Z,"6 km W of Maryville, Tennessee",earthquake,0.6,1.5,0.078,4,reviewed,se,se
2008-02-05T08:06:18.650Z,35.7553333,-84.0413333,21.03,1.2,md,8,106,0.1504,0.1,se,se606832,2016-04-08T17:13:54.340Z,"6 km W of Maryville, Tennessee",earthquake,1.5,3.5,0.296,2,reviewed,se,se
2008-02-20T02:40:33.590Z,35.0581667,-84.6355,15.52,1.1,md,7,158,0.1968,0.15,se,se606833,2016-04-08T17:14:00.600Z,"12 km S of Benton, Tennessee",earthquake,3.4,5.1,0.29,2,reviewed,se,se
2008-02-28T02:33:00.550Z,35.599,-84.9726667,21.07,1.1,md,5,144,0.1452,0.05,se,se606834,2016-04-08T17:14:06.860Z,"12 km NNE of Dayton, Tennessee",earthquake,1.9,5.1,0.028,1,reviewed,se,se
2008-03-09T08:05:22.010Z,34.8475,-84.8263333,6.7,2,md,13,135,0.1295,0.12,se,se606835,2016-04-08T17:14:13.080Z,"6 km WNW of Eton, Georgia",earthquake,1.6,3.9,0.247,4,reviewed,se,se
2008-03-13T13:42:51.450Z,35.3538333,-84.5685,9.35,2,md,10,83,0.09686,0.05,se,se606836,2016-04-08T17:14:19.440Z,"5 km NW of Etowah, Tennessee",earthquake,0.7,0.9,0.375,3,reviewed,se,se
2008-03-15T03:18:27.420Z,34.9308333,-85.2038333,9.79,1.5,md,6,136,0.1267,0.32,se,se606837,2016-04-08T17:14:25.730Z,"4 km SW of Indian Springs, Georgia",earthquake,2,4.6,0.024,1,reviewed,se,se
2008-03-15T05:30:03.550Z,34.9228333,-85.2018333,9.08,1.6,md,8,139,0.1313,0.09,se,se606838,2016-04-08T17:14:31.930Z,"5 km SW of Indian Springs, Georgia",earthquake,1.7,4.1,0.202,2,reviewed,se,se
2008-03-20T09:00:58.460Z,36.075,-83.6141667,11.02,1,md,3,165,0.2307,0.12,se,se606839,2016-04-08T17:14:38.180Z,"6 km WSW of New Market, Tennessee",earthquake,3.4,30.3,0.049,1,reviewed,se,se
2008-04-15T13:29:22.610Z,35.5135,-84.4025,19.51,1.8,md,13,93,0.1163,0.04,se,se606840,2016-04-08T17:14:44.370Z,"3 km W of Madisonville, Tennessee",earthquake,0.5,1.3,0.12,5,reviewed,se,se
2008-04-16T06:42:16.860Z,36.2695,-83.4808333,9.38,2,md,12,87,0.05752,0.09,se,se606841,2016-04-08T17:14:50.750Z,"3 km ESE of Rutledge, Tennessee",earthquake,1.4,1.9,0.103,4,reviewed,se,se
